Age,nat,loc,value,loc_code
60,Nationalité (catégorie) - Total,......6637 Russin,6,6637
61,Nationalité (catégorie) - Total,......6637 Russin,9,6637
62,Nationalité (catégorie) - Total,......6637 Russin,0,6637
63,Nationalité (catégorie) - Total,......6637 Russin,0,6637
64,Nationalité (catégorie) - Total,......6637 Russin,5,6637
65,Nationalité (catégorie) - Total,......6637 Russin,4,6637
66,Nationalité (catégorie) - Total,......6637 Russin,5,6637
67,Nationalité (catégorie) - Total,......6637 Russin,8,6637
68,Nationalité (catégorie) - Total,......6637 Russin,5,6637
69,Nationalité (catégorie) - Total,......6637 Russin,5,6637
70,Nationalité (catégorie) - Total,......6637 Russin,3,6637
71,Nationalité (catégorie) - Total,......6637 Russin,8,6637
72,Nationalité (catégorie) - Total,......6637 Russin,3,6637
73,Nationalité (catégorie) - Total,......6637 Russin,2,6637
74,Nationalité (catégorie) - Total,......6637 Russin,5,6637
75,Nationalité (catégorie) - Total,......6637 Russin,1,6637
76,Nationalité (catégorie) - Total,......6637 Russin,3,6637
77,Nationalité (catégorie) - Total,......6637 Russin,3,6637
78,Nationalité (catégorie) - Total,......6637 Russin,6,6637
79,Nationalité (catégorie) - Total,......6637 Russin,3,6637
80,Nationalité (catégorie) - Total,......6637 Russin,7,6637
81,Nationalité (catégorie) - Total,......6637 Russin,2,6637
82,Nationalité (catégorie) - Total,......6637 Russin,2,6637
83,Nationalité (catégorie) - Total,......6637 Russin,1,6637
84,Nationalité (catégorie) - Total,......6637 Russin,2,6637
85,Nationalité (catégorie) - Total,......6637 Russin,0,6637
86,Nationalité (catégorie) - Total,......6637 Russin,0,6637
87,Nationalité (catégorie) - Total,......6637 Russin,1,6637
88,Nationalité (catégorie) - Total,......6637 Russin,3,6637
89,Nationalité (catégorie) - Total,......6637 Russin,1,6637
90,Nationalité (catégorie) - Total,......6637 Russin,1,6637
91,Nationalité (catégorie) - Total,......6637 Russin,0,6637
92,Nationalité (catégorie) - Total,......6637 Russin,0,6637
93,Nationalité (catégorie) - Total,......6637 Russin,0,6637
94,Nationalité (catégorie) - Total,......6637 Russin,0,6637
95,Nationalité (catégorie) - Total,......6637 Russin,0,6637
96,Nationalité (catégorie) - Total,......6637 Russin,0,6637
97,Nationalité (catégorie) - Total,......6637 Russin,0,6637
98,Nationalité (catégorie) - Total,......6637 Russin,0,6637
99,Nationalité (catégorie) - Total,......6637 Russin,0,6637
100,Nationalité (catégorie) - Total,......6637 Russin,0,6637
0,Suisse,......6637 Russin,2,6637
1,Suisse,......6637 Russin,2,6637
2,Suisse,......6637 Russin,5,6637
3,Suisse,......6637 Russin,2,6637
4,Suisse,......6637 Russin,2,6637
5,Suisse,......6637 Russin,1,6637
6,Suisse,......6637 Russin,1,6637
7,Suisse,......6637 Russin,3,6637
8,Suisse,......6637 Russin,5,6637
9,Suisse,......6637 Russin,3,6637
10,Suisse,......6637 Russin,2,6637
11,Suisse,......6637 Russin,3,6637
12,Suisse,......6637 Russin,5,6637
13,Suisse,......6637 Russin,4,6637
14,Suisse,......6637 Russin,7,6637
15,Suisse,......6637 Russin,4,6637
16,Suisse,......6637 Russin,3,6637
17,Suisse,......6637 Russin,4,6637
18,Suisse,......6637 Russin,5,6637
19,Suisse,......6637 Russin,5,6637
20,Suisse,......6637 Russin,8,6637
21,Suisse,......6637 Russin,5,6637
22,Suisse,......6637 Russin,7,6637
23,Suisse,......6637 Russin,7,6637
24,Suisse,......6637 Russin,6,6637
25,Suisse,......6637 Russin,5,6637
26,Suisse,......6637 Russin,3,6637
27,Suisse,......6637 Russin,3,6637
28,Suisse,......6637 Russin,4,6637
29,Suisse,......6637 Russin,8,6637
30,Suisse,......6637 Russin,4,6637
31,Suisse,......6637 Russin,5,6637
32,Suisse,......6637 Russin,1,6637
33,Suisse,......6637 Russin,2,6637
34,Suisse,......6637 Russin,1,6637
35,Suisse,......6637 Russin,6,6637
36,Suisse,......6637 Russin,7,6637
37,Suisse,......6637 Russin,5,6637
38,Suisse,......6637 Russin,4,6637
39,Suisse,......6637 Russin,4,6637
40,Suisse,......6637 Russin,3,6637
41,Suisse,......6637 Russin,4,6637
42,Suisse,......6637 Russin,8,6637
43,Suisse,......6637 Russin,6,6637
44,Suisse,......6637 Russin,5,6637
45,Suisse,......6637 Russin,11,6637
46,Suisse,......6637 Russin,9,6637
47,Suisse,......6637 Russin,11,6637
48,Suisse,......6637 Russin,5,6637
49,Suisse,......6637 Russin,12,6637
50,Suisse,......6637 Russin,9,6637
51,Suisse,......6637 Russin,11,6637
52,Suisse,......6637 Russin,10,6637
53,Suisse,......6637 Russin,8,6637
54,Suisse,......6637 Russin,2,6637
55,Suisse,......6637 Russin,12,6637
56,Suisse,......6637 Russin,7,6637
57,Suisse,......6637 Russin,6,6637
58,Suisse,......6637 Russin,7,6637
59,Suisse,......6637 Russin,5,6637
60,Suisse,......6637 Russin,5,6637
61,Suisse,......6637 Russin,6,6637
62,Suisse,......6637 Russin,0,6637
63,Suisse,......6637 Russin,0,6637
64,Suisse,......6637 Russin,4,6637
65,Suisse,......6637 Russin,4,6637
66,Suisse,......6637 Russin,5,6637
67,Suisse,......6637 Russin,6,6637
68,Suisse,......6637 Russin,4,6637
69,Suisse,......6637 Russin,4,6637
70,Suisse,......6637 Russin,3,6637
71,Suisse,......6637 Russin,7,6637
72,Suisse,......6637 Russin,3,6637
73,Suisse,......6637 Russin,1,6637
74,Suisse,......6637 Russin,5,6637
75,Suisse,......6637 Russin,1,6637
76,Suisse,......6637 Russin,2,6637
77,Suisse,......6637 Russin,2,6637
78,Suisse,......6637 Russin,4,6637
79,Suisse,......6637 Russin,2,6637
80,Suisse,......6637 Russin,7,6637
81,Suisse,......6637 Russin,2,6637
82,Suisse,......6637 Russin,2,6637
83,Suisse,......6637 Russin,1,6637
84,Suisse,......6637 Russin,2,6637
85,Suisse,......6637 Russin,0,6637
86,Suisse,......6637 Russin,0,6637
87,Suisse,......6637 Russin,1,6637
88,Suisse,......6637 Russin,2,6637
89,Suisse,......6637 Russin,1,6637
90,Suisse,......6637 Russin,1,6637
91,Suisse,......6637 Russin,0,6637
92,Suisse,......6637 Russin,0,6637
93,Suisse,......6637 Russin,0,6637
94,Suisse,......6637 Russin,0,6637
95,Suisse,......6637 Russin,0,6637
96,Suisse,......6637 Russin,0,6637
97,Suisse,......6637 Russin,0,6637
98,Suisse,......6637 Russin,0,6637
99,Suisse,......6637 Russin,0,6637
100,Suisse,......6637 Russin,0,6637
0,Etranger,......6637 Russin,1,6637
1,Etranger,......6637 Russin,0,6637
2,Etranger,......6637 Russin,3,6637
3,Etranger,......6637 Russin,0,6637
4,Etranger,......6637 Russin,1,6637
5,Etranger,......6637 Russin,2,6637
6,Etranger,......6637 Russin,1,6637
7,Etranger,......6637 Russin,2,6637
8,Etranger,......6637 Russin,4,6637
9,Etranger,......6637 Russin,1,6637
10,Etranger,......6637 Russin,3,6637
11,Etranger,......6637 Russin,2,6637
12,Etranger,......6637 Russin,2,6637
13,Etranger,......6637 Russin,4,6637
14,Etranger,......6637 Russin,4,6637
15,Etranger,......6637 Russin,0,6637
16,Etranger,......6637 Russin,1,6637
17,Etranger,......6637 Russin,1,6637
18,Etranger,......6637 Russin,1,6637
19,Etranger,......6637 Russin,1,6637
20,Etranger,......6637 Russin,0,6637
21,Etranger,......6637 Russin,2,6637
22,Etranger,......6637 Russin,0,6637
23,Etranger,......6637 Russin,0,6637
24,Etranger,......6637 Russin,1,6637
25,Etranger,......6637 Russin,1,6637
26,Etranger,......6637 Russin,2,6637
27,Etranger,......6637 Russin,1,6637
28,Etranger,......6637 Russin,2,6637
29,Etranger,......6637 Russin,1,6637
30,Etranger,......6637 Russin,1,6637
31,Etranger,......6637 Russin,2,6637
32,Etranger,......6637 Russin,3,6637
33,Etranger,......6637 Russin,3,6637
34,Etranger,......6637 Russin,3,6637
35,Etranger,......6637 Russin,2,6637
36,Etranger,......6637 Russin,1,6637
37,Etranger,......6637 Russin,2,6637
38,Etranger,......6637 Russin,3,6637
39,Etranger,......6637 Russin,4,6637
40,Etranger,......6637 Russin,3,6637
41,Etranger,......6637 Russin,3,6637
42,Etranger,......6637 Russin,6,6637
43,Etranger,......6637 Russin,1,6637
44,Etranger,......6637 Russin,6,6637
45,Etranger,......6637 Russin,1,6637
46,Etranger,......6637 Russin,2,6637
47,Etranger,......6637 Russin,4,6637
48,Etranger,......6637 Russin,4,6637
49,Etranger,......6637 Russin,5,6637
50,Etranger,......6637 Russin,2,6637
51,Etranger,......6637 Russin,3,6637
52,Etranger,......6637 Russin,3,6637
53,Etranger,......6637 Russin,1,6637
54,Etranger,......6637 Russin,2,6637
55,Etranger,......6637 Russin,1,6637
56,Etranger,......6637 Russin,2,6637
57,Etranger,......6637 Russin,3,6637
58,Etranger,......6637 Russin,2,6637
59,Etranger,......6637 Russin,0,6637
60,Etranger,......6637 Russin,1,6637
61,Etranger,......6637 Russin,3,6637
62,Etranger,......6637 Russin,0,6637
63,Etranger,......6637 Russin,0,6637
64,Etranger,......6637 Russin,1,6637
65,Etranger,......6637 Russin,0,6637
66,Etranger,......6637 Russin,0,6637
67,Etranger,......6637 Russin,2,6637
68,Etranger,......6637 Russin,1,6637
69,Etranger,......6637 Russin,1,6637
70,Etranger,......6637 Russin,0,6637
71,Etranger,......6637 Russin,1,6637
72,Etranger,......6637 Russin,0,6637
73,Etranger,......6637 Russin,1,6637
74,Etranger,......6637 Russin,0,6637
75,Etranger,......6637 Russin,0,6637
76,Etranger,......6637 Russin,1,6637
77,Etranger,......6637 Russin,1,6637
78,Etranger,......6637 Russin,2,6637
79,Etranger,......6637 Russin,1,6637
80,Etranger,......6637 Russin,0,6637
81,Etranger,......6637 Russin,0,6637
82,Etranger,......6637 Russin,0,6637
83,Etranger,......6637 Russin,0,6637
84,Etranger,......6637 Russin,0,6637
85,Etranger,......6637 Russin,0,6637
86,Etranger,......6637 Russin,0,6637
87,Etranger,......6637 Russin,0,6637
88,Etranger,......6637 Russin,1,6637
89,Etranger,......6637 Russin,0,6637
90,Etranger,......6637 Russin,0,6637
91,Etranger,......6637 Russin,0,6637
92,Etranger,......6637 Russin,0,6637
93,Etranger,......6637 Russin,0,6637
94,Etranger,......6637 Russin,0,6637
95,Etranger,......6637 Russin,0,6637
96,Etranger,......6637 Russin,0,6637
97,Etranger,......6637 Russin,0,6637
98,Etranger,......6637 Russin,0,6637
99,Etranger,......6637 Russin,0,6637
100,Etranger,......6637 Russin,0,6637
0,Nationalité (catégorie) - Total,......6638 Satigny,41,6638
1,Nationalité (catégorie) - Total,......6638 Satigny,62,6638
2,Nationalité (catégorie) - Total,......6638 Satigny,57,6638
3,Nationalité (catégorie) - Total,......6638 Satigny,66,6638
4,Nationalité (catégorie) - Total,......6638 Satigny,57,6638
5,Nationalité (catégorie) - Total,......6638 Satigny,58,6638
6,Nationalité (catégorie) - Total,......6638 Satigny,74,6638
7,Nationalité (catégorie) - Total,......6638 Satigny,77,6638
8,Nationalité (catégorie) - Total,......6638 Satigny,53,6638
9,Nationalité (catégorie) - Total,......6638 Satigny,59,6638
10,Nationalité (catégorie) - Total,......6638 Satigny,54,6638
11,Nationalité (catégorie) - Total,......6638 Satigny,49,6638
12,Nationalité (catégorie) - Total,......6638 Satigny,58,6638
13,Nationalité (catégorie) - Total,......6638 Satigny,47,6638
14,Nationalité (catégorie) - Total,......6638 Satigny,57,6638
15,Nationalité (catégorie) - Total,......6638 Satigny,46,6638
16,Nationalité (catégorie) - Total,......6638 Satigny,51,6638
17,Nationalité (catégorie) - Total,......6638 Satigny,54,6638
18,Nationalité (catégorie) - Total,......6638 Satigny,60,6638
19,Nationalité (catégorie) - Total,......6638 Satigny,49,6638
20,Nationalité (catégorie) - Total,......6638 Satigny,40,6638
21,Nationalité (catégorie) - Total,......6638 Satigny,28,6638
22,Nationalité (catégorie) - Total,......6638 Satigny,37,6638
23,Nationalité (catégorie) - Total,......6638 Satigny,44,6638
24,Nationalité (catégorie) - Total,......6638 Satigny,41,6638
25,Nationalité (catégorie) - Total,......6638 Satigny,37,6638
26,Nationalité (catégorie) - Total,......6638 Satigny,44,6638
27,Nationalité (catégorie) - Total,......6638 Satigny,35,6638
28,Nationalité (catégorie) - Total,......6638 Satigny,38,6638
29,Nationalité (catégorie) - Total,......6638 Satigny,31,6638
30,Nationalité (catégorie) - Total,......6638 Satigny,30,6638
31,Nationalité (catégorie) - Total,......6638 Satigny,44,6638
32,Nationalité (catégorie) - Total,......6638 Satigny,40,6638
33,Nationalité (catégorie) - Total,......6638 Satigny,59,6638
34,Nationalité (catégorie) - Total,......6638 Satigny,54,6638
35,Nationalité (catégorie) - Total,......6638 Satigny,69,6638
36,Nationalité (catégorie) - Total,......6638 Satigny,72,6638
37,Nationalité (catégorie) - Total,......6638 Satigny,63,6638
38,Nationalité (catégorie) - Total,......6638 Satigny,73,6638
39,Nationalité (catégorie) - Total,......6638 Satigny,75,6638
40,Nationalité (catégorie) - Total,......6638 Satigny,84,6638
41,Nationalité (catégorie) - Total,......6638 Satigny,75,6638
42,Nationalité (catégorie) - Total,......6638 Satigny,69,6638
43,Nationalité (catégorie) - Total,......6638 Satigny,62,6638
44,Nationalité (catégorie) - Total,......6638 Satigny,81,6638
45,Nationalité (catégorie) - Total,......6638 Satigny,66,6638
46,Nationalité (catégorie) - Total,......6638 Satigny,80,6638
47,Nationalité (catégorie) - Total,......6638 Satigny,68,6638
48,Nationalité (catégorie) - Total,......6638 Satigny,60,6638
49,Nationalité (catégorie) - Total,......6638 Satigny,77,6638
50,Nationalité (catégorie) - Total,......6638 Satigny,77,6638
51,Nationalité (catégorie) - Total,......6638 Satigny,77,6638
52,Nationalité (catégorie) - Total,......6638 Satigny,60,6638
53,Nationalité (catégorie) - Total,......6638 Satigny,57,6638
54,Nationalité (catégorie) - Total,......6638 Satigny,49,6638
55,Nationalité (catégorie) - Total,......6638 Satigny,49,6638
56,Nationalité (catégorie) - Total,......6638 Satigny,49,6638
57,Nationalité (catégorie) - Total,......6638 Satigny,52,6638
58,Nationalité (catégorie) - Total,......6638 Satigny,37,6638
59,Nationalité (catégorie) - Total,......6638 Satigny,41,6638
60,Nationalité (catégorie) - Total,......6638 Satigny,40,6638
61,Nationalité (catégorie) - Total,......6638 Satigny,47,6638
62,Nationalité (catégorie) - Total,......6638 Satigny,30,6638
63,Nationalité (catégorie) - Total,......6638 Satigny,32,6638
64,Nationalité (catégorie) - Total,......6638 Satigny,26,6638
65,Nationalité (catégorie) - Total,......6638 Satigny,31,6638
66,Nationalité (catégorie) - Total,......6638 Satigny,26,6638
67,Nationalité (catégorie) - Total,......6638 Satigny,35,6638
68,Nationalité (catégorie) - Total,......6638 Satigny,37,6638
69,Nationalité (catégorie) - Total,......6638 Satigny,34,6638
70,Nationalité (catégorie) - Total,......6638 Satigny,33,6638
71,Nationalité (catégorie) - Total,......6638 Satigny,32,6638
72,Nationalité (catégorie) - Total,......6638 Satigny,26,6638
73,Nationalité (catégorie) - Total,......6638 Satigny,31,6638
74,Nationalité (catégorie) - Total,......6638 Satigny,29,6638
75,Nationalité (catégorie) - Total,......6638 Satigny,29,6638
76,Nationalité (catégorie) - Total,......6638 Satigny,25,6638
77,Nationalité (catégorie) - Total,......6638 Satigny,22,6638
78,Nationalité (catégorie) - Total,......6638 Satigny,17,6638
79,Nationalité (catégorie) - Total,......6638 Satigny,19,6638
80,Nationalité (catégorie) - Total,......6638 Satigny,12,6638
81,Nationalité (catégorie) - Total,......6638 Satigny,14,6638
82,Nationalité (catégorie) - Total,......6638 Satigny,8,6638
83,Nationalité (catégorie) - Total,......6638 Satigny,24,6638
84,Nationalité (catégorie) - Total,......6638 Satigny,14,6638
85,Nationalité (catégorie) - Total,......6638 Satigny,7,6638
86,Nationalité (catégorie) - Total,......6638 Satigny,17,6638
87,Nationalité (catégorie) - Total,......6638 Satigny,6,6638
88,Nationalité (catégorie) - Total,......6638 Satigny,6,6638
89,Nationalité (catégorie) - Total,......6638 Satigny,4,6638
90,Nationalité (catégorie) - Total,......6638 Satigny,6,6638
91,Nationalité (catégorie) - Total,......6638 Satigny,4,6638
92,Nationalité (catégorie) - Total,......6638 Satigny,5,6638
93,Nationalité (catégorie) - Total,......6638 Satigny,9,6638
94,Nationalité (catégorie) - Total,......6638 Satigny,5,6638
95,Nationalité (catégorie) - Total,......6638 Satigny,4,6638
96,Nationalité (catégorie) - Total,......6638 Satigny,0,6638
97,Nationalité (catégorie) - Total,......6638 Satigny,0,6638
98,Nationalité (catégorie) - Total,......6638 Satigny,2,6638
99,Nationalité (catégorie) - Total,......6638 Satigny,0,6638
100,Nationalité (catégorie) - Total,......6638 Satigny,1,6638
0,Suisse,......6638 Satigny,30,6638
1,Suisse,......6638 Satigny,45,6638
2,Suisse,......6638 Satigny,46,6638
3,Suisse,......6638 Satigny,50,6638
4,Suisse,......6638 Satigny,43,6638
5,Suisse,......6638 Satigny,44,6638
6,Suisse,......6638 Satigny,56,6638
7,Suisse,......6638 Satigny,62,6638
8,Suisse,......6638 Satigny,45,6638
9,Suisse,......6638 Satigny,49,6638
10,Suisse,......6638 Satigny,46,6638
11,Suisse,......6638 Satigny,42,6638
12,Suisse,......6638 Satigny,43,6638
13,Suisse,......6638 Satigny,40,6638
14,Suisse,......6638 Satigny,45,6638
15,Suisse,......6638 Satigny,41,6638
16,Suisse,......6638 Satigny,42,6638
17,Suisse,......6638 Satigny,43,6638
18,Suisse,......6638 Satigny,49,6638
19,Suisse,......6638 Satigny,41,6638
20,Suisse,......6638 Satigny,34,6638
21,Suisse,......6638 Satigny,22,6638
22,Suisse,......6638 Satigny,30,6638
23,Suisse,......6638 Satigny,38,6638
24,Suisse,......6638 Satigny,29,6638
25,Suisse,......6638 Satigny,24,6638
26,Suisse,......6638 Satigny,28,6638
27,Suisse,......6638 Satigny,25,6638
28,Suisse,......6638 Satigny,23,6638
29,Suisse,......6638 Satigny,18,6638
30,Suisse,......6638 Satigny,19,6638
31,Suisse,......6638 Satigny,25,6638
32,Suisse,......6638 Satigny,25,6638
33,Suisse,......6638 Satigny,31,6638
34,Suisse,......6638 Satigny,33,6638
35,Suisse,......6638 Satigny,44,6638
36,Suisse,......6638 Satigny,38,6638
37,Suisse,......6638 Satigny,38,6638
38,Suisse,......6638 Satigny,42,6638
39,Suisse,......6638 Satigny,46,6638
40,Suisse,......6638 Satigny,64,6638
41,Suisse,......6638 Satigny,54,6638
42,Suisse,......6638 Satigny,44,6638
43,Suisse,......6638 Satigny,37,6638
44,Suisse,......6638 Satigny,45,6638
45,Suisse,......6638 Satigny,48,6638
46,Suisse,......6638 Satigny,58,6638
47,Suisse,......6638 Satigny,45,6638
48,Suisse,......6638 Satigny,46,6638
49,Suisse,......6638 Satigny,52,6638
50,Suisse,......6638 Satigny,51,6638
51,Suisse,......6638 Satigny,55,6638
52,Suisse,......6638 Satigny,47,6638
53,Suisse,......6638 Satigny,35,6638
54,Suisse,......6638 Satigny,38,6638
55,Suisse,......6638 Satigny,33,6638
56,Suisse,......6638 Satigny,38,6638
57,Suisse,......6638 Satigny,38,6638
58,Suisse,......6638 Satigny,29,6638
59,Suisse,......6638 Satigny,32,6638
60,Suisse,......6638 Satigny,31,6638
61,Suisse,......6638 Satigny,39,6638
62,Suisse,......6638 Satigny,21,6638
63,Suisse,......6638 Satigny,25,6638
64,Suisse,......6638 Satigny,23,6638
65,Suisse,......6638 Satigny,28,6638
66,Suisse,......6638 Satigny,21,6638
67,Suisse,......6638 Satigny,27,6638
68,Suisse,......6638 Satigny,29,6638
69,Suisse,......6638 Satigny,29,6638
